QueryIDs	chembl_id	molregno	PubChem_ID	DrugBank_ID	Drug_Name	MOA	Action_Type	First_Approval	ChEMBL_TID	TID	UniProt_ID	Desc	Organism	Mesh_Indication	hgnc_symbol	module	WTCS
Q13885	NA	NA	NA	NA	PACLITAXEL	Tubulin inhibitor	INHIBITOR	1992	CHEMBL2095182	104766	Q13885	Tubulin beta-2A chain	Homo sapiens	D000071960: Breast Carcinoma In Situ,D000077192: Adenocarcinoma of Lung,D000077195: Squamous Cell Carcinoma of Head and Neck,D000230: Adenocarcinoma,D000306: Adrenal Cortex Neoplasms,D000740: Anemia,D001005: Anus Neoplasms,D001172: Arthritis, Rheumatoid,D001661: Biliary Tract Neoplasms,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002277: Carcinoma,D002282: Adenocarcinoma, Bronchiolo-Alveolar,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D002583: Uterine Cervical Neoplasms,D003251: Constriction, Pathologic,D004066: Digestive System Diseases,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005706: Gallbladder Neoplasms,D005833: Genital Neoplasms, Female,D005909: Glioblastoma,D006258: Head and Neck Neoplasms,D006394: Hemangiosarcoma,D006528: Carcinoma, Hepatocellular,D006689: Hodgkin Disease,D006967: Hypersensitivity,D007012: Hypopharyngeal Neoplasms,D007511: Ischemia,D007680: Kidney Neoplasms,D007938: Leukemia,D008113: Liver Neoplasms,D008175: Lung Neoplasms,D008223: Lymphoma,D008228: Lymphoma, Non-Hodgkin,D008545: Melanoma,D008654: Mesothelioma,D009062: Mouth Neoplasms,D009101: Multiple Myeloma,D009303: Nasopharyngeal Neoplasms,D009362: Neoplasm Metastasis,D009369: Neoplasms,D009373: Neoplasms, Germ Cell and Embryonal,D009959: Oropharyngeal Neoplasms,D010051: Ovarian Neoplasms,D010146: Pain,D010190: Pancreatic Neoplasms,D010412: Penile Neoplasms,D010523: Peripheral Nervous System Diseases,D010534: Peritoneal Neoplasms,D011470: Prostatic Hyperplasia,D011471: Prostatic Neoplasms,D011565: Psoriasis,D012004: Rectal Neoplasms,D012192: Retroviridae Infections,D012468: Salivary Gland Neoplasms,D012509: Sarcoma,D012514: Sarcoma, Kaposi,D013274: Stomach Neoplasms,D013724: Teratoma,D013736: Testicular Neoplasms,D013945: Thymoma,D013964: Thyroid Neoplasms,D014523: Urethral Neoplasms,D014565: Urogenital Neoplasms,D014594: Uterine Neoplasms,D014625: Vaginal Neoplasms,D014846: Vulvar Neoplasms,D015179: Colorectal Neoplasms,D015266: Carcinoma, Merkel Cell,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015658: HIV Infections,D016491: Peripheral Vascular Diseases,D016543: Central Nervous System Neoplasms,D016889: Endometrial Neoplasms,D018269: Carcinoma, Endometrioid,D018278: Carcinoma, Neuroendocrine,D018281: Cholangiocarcinoma,D018287: Carcinoma, Large Cell,D018288: Carcinoma, Small Cell,D018289: Carcinoma, Verrucous,D018290: Cervical Intraepithelial Neoplasia,D018293: Cystadenoma, Serous,D018312: Sex Cord-Gonadal Stromal Tumors,D018316: Gliosarcoma,D018323: Hemangioendothelioma, Epithelioid,D018567: Breast Neoplasms, Male,D021441: Carcinoma, Pancreatic Ductal,D023903: Coronary Restenosis,D031901: Gestational Trophoblastic Disease,D044584: Carcinoma, Ductal,D046152: Gastrointestinal Stromal Tumors,D054364: Solitary Fibrous Tumors,D055623: Keratosis, Actinic,D055752: Small Cell Lung Carcinoma,D058729: Peripheral Arterial Disease,D058922: Inflammatory Breast Neoplasms,D061325: Hereditary Breast and Ovarian Cancer Syndrome,D064129: Prostatic Neoplasms, Castration-Resistant,D064726: Triple Negative Breast Neoplasms	TUBB2A	M5	-0.355590510565159
O15399	NA	NA	NA	NA	FELBAMATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	1993	CHEMBL2094124	104706	O15399	Glutamate receptor ionotropic, NMDA 2D	Homo sapiens	D001714: Bipolar Disorder,D004827: Epilepsy	GRIN2D	M5	-0.302935048115728
O43924	NA	NA	NA	NA	PENTOXIFYLLINE	3',5'-cyclic phosphodiesterase inhibitor	INHIBITOR	1984	CHEMBL2363066	105761	O43924	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	Homo sapiens	D000071074: Neonatal Sepsis,D000740: Anemia,D001528: Behcet Syndrome,D001656: Biliary Atresia,D001714: Bipolar Disorder,D001927: Brain Diseases,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002318: Cardiovascular Diseases,D003327: Coronary Disease,D003424: Crohn Disease,D003865: Depressive Disorder, Major,D003928: Diabetic Nephropathies,D004374: Ductus Arteriosus, Patent,D004715: Endometriosis,D005234: Fatty Liver,D005355: Fibrosis,D005921: Glomerulonephritis,D006258: Head and Neck Neoplasms,D006519: Hepatitis, Alcoholic,D007246: Infertility,D007896: Leishmaniasis,D008103: Liver Cirrhosis,D008105: Liver Cirrhosis, Biliary,D009369: Neoplasms,D009404: Nephrotic Syndrome,D010020: Osteonecrosis,D010195: Pancreatitis,D012559: Schizophrenia,D014947: Wounds and Injuries,D015658: HIV Infections,D016543: Central Nervous System Neoplasms,D016773: Leishmaniasis, Cutaneous,D016778: Malaria, Falciparum,D017093: Liver Failure,D017565: Sarcoidosis, Pulmonary,D020065: Hepatopulmonary Syndrome,D020345: Enterocolitis, Necrotizing,D020388: Muscular Dystrophy, Duchenne,D020516: Brachial Plexus Neuropathies,D045169: Severe Acute Respiratory Syndrome,D051436: Renal Insufficiency, Chronic,D054058: Acute Coronary Syndrome,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D058186: Acute Kidney Injury,D065626: Non-alcoholic Fatty Liver Disease	PDE6D	M5	-0.325429038933457
P12821	NA	NA	NA	NA	RAMIPRIL	Angiotensin-converting enzyme inhibitor	INHIBITOR	1991	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D000419: Albuminuria,D001172: Arthritis, Rheumatoid,D001281: Atrial Fibrillation,D001282: Atrial Flutter,D001943: Breast Neoplasms,D002318: Cardiovascular Diseases,D003324: Coronary Artery Disease,D003327: Coronary Disease,D003920: Diabetes Mellitus,D003922: Diabetes Mellitus, Type 1,D003924: Diabetes Mellitus, Type 2,D003928: Diabetic Nephropathies,D005921: Glomerulonephritis,D006331: Heart Diseases,D006333: Heart Failure,D006937: Hypercholesterolemia,D006973: Hypertension,D007674: Kidney Diseases,D008180: Lupus Erythematosus, Systemic,D008659: Metabolic Diseases,D009203: Myocardial Infarction,D017202: Myocardial Ischemia,D018149: Glucose Intolerance,D024821: Metabolic Syndrome,D045169: Severe Acute Respiratory Syndrome,D050197: Atherosclerosis,D051436: Renal Insufficiency, Chronic	ACE	M5	-0.316353211554407
Q9BQE3	NA	NA	NA	NA	PACLITAXEL	Tubulin inhibitor	INHIBITOR	1992	CHEMBL2095182	104766	Q9BQE3	Tubulin alpha-1C chain	Homo sapiens	D000071960: Breast Carcinoma In Situ,D000077192: Adenocarcinoma of Lung,D000077195: Squamous Cell Carcinoma of Head and Neck,D000230: Adenocarcinoma,D000306: Adrenal Cortex Neoplasms,D000740: Anemia,D001005: Anus Neoplasms,D001172: Arthritis, Rheumatoid,D001661: Biliary Tract Neoplasms,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002277: Carcinoma,D002282: Adenocarcinoma, Bronchiolo-Alveolar,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D002583: Uterine Cervical Neoplasms,D003251: Constriction, Pathologic,D004066: Digestive System Diseases,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005706: Gallbladder Neoplasms,D005833: Genital Neoplasms, Female,D005909: Glioblastoma,D006258: Head and Neck Neoplasms,D006394: Hemangiosarcoma,D006528: Carcinoma, Hepatocellular,D006689: Hodgkin Disease,D006967: Hypersensitivity,D007012: Hypopharyngeal Neoplasms,D007511: Ischemia,D007680: Kidney Neoplasms,D007938: Leukemia,D008113: Liver Neoplasms,D008175: Lung Neoplasms,D008223: Lymphoma,D008228: Lymphoma, Non-Hodgkin,D008545: Melanoma,D008654: Mesothelioma,D009062: Mouth Neoplasms,D009101: Multiple Myeloma,D009303: Nasopharyngeal Neoplasms,D009362: Neoplasm Metastasis,D009369: Neoplasms,D009373: Neoplasms, Germ Cell and Embryonal,D009959: Oropharyngeal Neoplasms,D010051: Ovarian Neoplasms,D010146: Pain,D010190: Pancreatic Neoplasms,D010412: Penile Neoplasms,D010523: Peripheral Nervous System Diseases,D010534: Peritoneal Neoplasms,D011470: Prostatic Hyperplasia,D011471: Prostatic Neoplasms,D011565: Psoriasis,D012004: Rectal Neoplasms,D012192: Retroviridae Infections,D012468: Salivary Gland Neoplasms,D012509: Sarcoma,D012514: Sarcoma, Kaposi,D013274: Stomach Neoplasms,D013724: Teratoma,D013736: Testicular Neoplasms,D013945: Thymoma,D013964: Thyroid Neoplasms,D014523: Urethral Neoplasms,D014565: Urogenital Neoplasms,D014594: Uterine Neoplasms,D014625: Vaginal Neoplasms,D014846: Vulvar Neoplasms,D015179: Colorectal Neoplasms,D015266: Carcinoma, Merkel Cell,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015658: HIV Infections,D016491: Peripheral Vascular Diseases,D016543: Central Nervous System Neoplasms,D016889: Endometrial Neoplasms,D018269: Carcinoma, Endometrioid,D018278: Carcinoma, Neuroendocrine,D018281: Cholangiocarcinoma,D018287: Carcinoma, Large Cell,D018288: Carcinoma, Small Cell,D018289: Carcinoma, Verrucous,D018290: Cervical Intraepithelial Neoplasia,D018293: Cystadenoma, Serous,D018312: Sex Cord-Gonadal Stromal Tumors,D018316: Gliosarcoma,D018323: Hemangioendothelioma, Epithelioid,D018567: Breast Neoplasms, Male,D021441: Carcinoma, Pancreatic Ductal,D023903: Coronary Restenosis,D031901: Gestational Trophoblastic Disease,D044584: Carcinoma, Ductal,D046152: Gastrointestinal Stromal Tumors,D054364: Solitary Fibrous Tumors,D055623: Keratosis, Actinic,D055752: Small Cell Lung Carcinoma,D058729: Peripheral Arterial Disease,D058922: Inflammatory Breast Neoplasms,D061325: Hereditary Breast and Ovarian Cancer Syndrome,D064129: Prostatic Neoplasms, Castration-Resistant,D064726: Triple Negative Breast Neoplasms	TUBA1C	M5	-0.355590510565159
Q14654	NA	NA	NA	NA	TOLAZAMIDE	Sulfonylurea receptor 1, Kir6.2 blocker	BLOCKER	1966	CHEMBL2096972	104852	Q14654	ATP-sensitive inward rectifier potassium channel 11	Homo sapiens	D003920: Diabetes Mellitus,D003924: Diabetes Mellitus, Type 2	KCNJ11	M5	-0.328320951736736
Q14654	NA	NA	NA	NA	GLIMEPIRIDE	Sulfonylurea receptor 1, Kir6.2 blocker	BLOCKER	1995	CHEMBL2096972	104852	Q14654	ATP-sensitive inward rectifier potassium channel 11	Homo sapiens	D003327: Coronary Disease,D003920: Diabetes Mellitus,D003924: Diabetes Mellitus, Type 2,D006937: Hypercholesterolemia,D006973: Hypertension,D050197: Atherosclerosis	KCNJ11	M5	-0.322253664928279
Q14654	NA	NA	NA	NA	PINACIDIL	Sulfonylurea receptor 2, Kir6.2 opener	OPENER	1989	CHEMBL2095198	104782	Q14654	ATP-sensitive inward rectifier potassium channel 11	Homo sapiens	D006973: Hypertension	KCNJ11	M5	-0.344845950465893
P41143	CHEMBL128201	214599	10295681	NA	NALTREXONE	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	1984	CHEMBL2095181	104765	P41143	Delta-type opioid receptor	Homo sapiens	D000428: Alcohol Drinking,D000437: Alcoholism,D001883: Borderline Personality Disorder,D001943: Breast Neoplasms,D002189: Marijuana Abuse,D002659: Child Development Disorders, Pervasive,D003093: Colitis, Ulcerative,D003424: Crohn Disease,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D003876: Dermatitis, Atopic,D003929: Diabetic Neuropathies,D004715: Endometriosis,D005356: Fibromyalgia,D005715: Gambling,D006556: Heroin Dependence,D008881: Migraine Disorders,D009103: Multiple Sclerosis,D009293: Opioid-Related Disorders,D009765: Obesity,D009771: Obsessive-Compulsive Disorder,D010146: Pain,D011565: Psoriasis,D012128: Respiratory Distress Syndrome,D012559: Schizophrenia,D013313: Stress Disorders, Post-Traumatic,D014029: Tobacco Use Disorder,D014256: Trichotillomania,D015352: Dry Eye Syndromes,D015658: HIV Infections,D018352: Coronavirus Infections,D018856: Cystitis, Interstitial,D019966: Substance-Related Disorders,D019969: Amphetamine-Related Disorders,D019970: Cocaine-Related Disorders,D019973: Alcohol-Related Disorders,D045169: Severe Acute Respiratory Syndrome,D059350: Chronic Pain	OPRD1	M5	-0.358143598526182
P28223	NA	NA	NA	NA	CLOZAPINE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1989	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D001007: Anxiety,D001714: Bipolar Disorder,D002658: Developmental Disabilities,D003704: Dementia,D003866: Depressive Disorder,D008607: Intellectual Disability,D011618: Psychotic Disorders,D012559: Schizophrenia	HTR2A	M6	-0.312178491948553
P28223	NA	NA	NA	NA	CHLORPROTHIXENE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1967	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D001007: Anxiety,D003704: Dementia,D003866: Depressive Disorder,D011618: Psychotic Disorders,D012559: Schizophrenia	HTR2A	M6	-0.307790174425444
P29274	NA	NA	NA	NA	PENTOXIFYLLINE	Adenosine A2 receptor antagonist	ANTAGONIST	1984	CHEMBL2094257	104729	P29274	Adenosine receptor A2a	Homo sapiens	D000071074: Neonatal Sepsis,D000740: Anemia,D001528: Behcet Syndrome,D001656: Biliary Atresia,D001714: Bipolar Disorder,D001927: Brain Diseases,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002318: Cardiovascular Diseases,D003327: Coronary Disease,D003424: Crohn Disease,D003865: Depressive Disorder, Major,D003928: Diabetic Nephropathies,D004374: Ductus Arteriosus, Patent,D004715: Endometriosis,D005234: Fatty Liver,D005355: Fibrosis,D005921: Glomerulonephritis,D006258: Head and Neck Neoplasms,D006519: Hepatitis, Alcoholic,D007246: Infertility,D007896: Leishmaniasis,D008103: Liver Cirrhosis,D008105: Liver Cirrhosis, Biliary,D009369: Neoplasms,D009404: Nephrotic Syndrome,D010020: Osteonecrosis,D010195: Pancreatitis,D012559: Schizophrenia,D014947: Wounds and Injuries,D015658: HIV Infections,D016543: Central Nervous System Neoplasms,D016773: Leishmaniasis, Cutaneous,D016778: Malaria, Falciparum,D017093: Liver Failure,D017565: Sarcoidosis, Pulmonary,D020065: Hepatopulmonary Syndrome,D020345: Enterocolitis, Necrotizing,D020388: Muscular Dystrophy, Duchenne,D020516: Brachial Plexus Neuropathies,D045169: Severe Acute Respiratory Syndrome,D051436: Renal Insufficiency, Chronic,D054058: Acute Coronary Syndrome,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D058186: Acute Kidney Injury,D065626: Non-alcoholic Fatty Liver Disease	ADORA2A	M6	-0.325429038933457
Q9H4B7	NA	NA	NA	NA	PACLITAXEL	Tubulin inhibitor	INHIBITOR	1992	CHEMBL2095182	104766	Q9H4B7	Tubulin beta-1 chain	Homo sapiens	D000071960: Breast Carcinoma In Situ,D000077192: Adenocarcinoma of Lung,D000077195: Squamous Cell Carcinoma of Head and Neck,D000230: Adenocarcinoma,D000306: Adrenal Cortex Neoplasms,D000740: Anemia,D001005: Anus Neoplasms,D001172: Arthritis, Rheumatoid,D001661: Biliary Tract Neoplasms,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002277: Carcinoma,D002282: Adenocarcinoma, Bronchiolo-Alveolar,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D002583: Uterine Cervical Neoplasms,D003251: Constriction, Pathologic,D004066: Digestive System Diseases,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005706: Gallbladder Neoplasms,D005833: Genital Neoplasms, Female,D005909: Glioblastoma,D006258: Head and Neck Neoplasms,D006394: Hemangiosarcoma,D006528: Carcinoma, Hepatocellular,D006689: Hodgkin Disease,D006967: Hypersensitivity,D007012: Hypopharyngeal Neoplasms,D007511: Ischemia,D007680: Kidney Neoplasms,D007938: Leukemia,D008113: Liver Neoplasms,D008175: Lung Neoplasms,D008223: Lymphoma,D008228: Lymphoma, Non-Hodgkin,D008545: Melanoma,D008654: Mesothelioma,D009062: Mouth Neoplasms,D009101: Multiple Myeloma,D009303: Nasopharyngeal Neoplasms,D009362: Neoplasm Metastasis,D009369: Neoplasms,D009373: Neoplasms, Germ Cell and Embryonal,D009959: Oropharyngeal Neoplasms,D010051: Ovarian Neoplasms,D010146: Pain,D010190: Pancreatic Neoplasms,D010412: Penile Neoplasms,D010523: Peripheral Nervous System Diseases,D010534: Peritoneal Neoplasms,D011470: Prostatic Hyperplasia,D011471: Prostatic Neoplasms,D011565: Psoriasis,D012004: Rectal Neoplasms,D012192: Retroviridae Infections,D012468: Salivary Gland Neoplasms,D012509: Sarcoma,D012514: Sarcoma, Kaposi,D013274: Stomach Neoplasms,D013724: Teratoma,D013736: Testicular Neoplasms,D013945: Thymoma,D013964: Thyroid Neoplasms,D014523: Urethral Neoplasms,D014565: Urogenital Neoplasms,D014594: Uterine Neoplasms,D014625: Vaginal Neoplasms,D014846: Vulvar Neoplasms,D015179: Colorectal Neoplasms,D015266: Carcinoma, Merkel Cell,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015658: HIV Infections,D016491: Peripheral Vascular Diseases,D016543: Central Nervous System Neoplasms,D016889: Endometrial Neoplasms,D018269: Carcinoma, Endometrioid,D018278: Carcinoma, Neuroendocrine,D018281: Cholangiocarcinoma,D018287: Carcinoma, Large Cell,D018288: Carcinoma, Small Cell,D018289: Carcinoma, Verrucous,D018290: Cervical Intraepithelial Neoplasia,D018293: Cystadenoma, Serous,D018312: Sex Cord-Gonadal Stromal Tumors,D018316: Gliosarcoma,D018323: Hemangioendothelioma, Epithelioid,D018567: Breast Neoplasms, Male,D021441: Carcinoma, Pancreatic Ductal,D023903: Coronary Restenosis,D031901: Gestational Trophoblastic Disease,D044584: Carcinoma, Ductal,D046152: Gastrointestinal Stromal Tumors,D054364: Solitary Fibrous Tumors,D055623: Keratosis, Actinic,D055752: Small Cell Lung Carcinoma,D058729: Peripheral Arterial Disease,D058922: Inflammatory Breast Neoplasms,D061325: Hereditary Breast and Ovarian Cancer Syndrome,D064129: Prostatic Neoplasms, Castration-Resistant,D064726: Triple Negative Breast Neoplasms	TUBB1	M6	-0.355590510565159
Q8TCU5	NA	NA	NA	NA	FELBAMATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	1993	CHEMBL2094124	104706	Q8TCU5	Glutamate receptor ionotropic, NMDA 3A	Homo sapiens	D001714: Bipolar Disorder,D004827: Epilepsy	GRIN3A	M6	-0.302935048115728
P21964	NA	NA	NA	NA	TOLCAPONE	Catechol O-methyltransferase inhibitor	INHIBITOR	1998	CHEMBL2023	91	P21964	Catechol O-methyltransferase	Homo sapiens	D000437: Alcoholism,D001930: Brain Injuries,D005715: Gambling,D009447: Neuroblastoma,D009771: Obsessive-Compulsive Disorder,D010300: Parkinson Disease,D012559: Schizophrenia,D014029: Tobacco Use Disorder,D019970: Cocaine-Related Disorders,D020774: Pick Disease of the Brain	COMT	M6	-0.312518198015175
P07948	NA	NA	NA	NA	BOSUTINIB	Tyrosine-protein kinase Lyn inhibitor	INHIBITOR	2010	CHEMBL3905	11842	P07948	Tyrosine-protein kinase Lyn	Homo sapiens	D000690: Amyotrophic Lateral Sclerosis,D001749: Urinary Bladder Neoplasms,D001752: Blast Crisis,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002583: Uterine Cervical Neoplasms,D003704: Dementia,D005909: Glioblastoma,D007938: Leukemia,D008654: Mesothelioma,D009369: Neoplasms,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D013945: Thymoma,D013953: Thymus Neoplasms,D015464: Leukemia, Myelogenous, Chronic, BCR-ABL Positive,D015470: Leukemia, Myeloid, Acute,D016891: Polycystic Kidney, Autosomal Dominant,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma	LYN	M6	-0.306176051491788
Q14123	NA	NA	NA	NA	PENTOXIFYLLINE	3',5'-cyclic phosphodiesterase inhibitor	INHIBITOR	1984	CHEMBL2363066	105761	Q14123	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C	Homo sapiens	D000071074: Neonatal Sepsis,D000740: Anemia,D001528: Behcet Syndrome,D001656: Biliary Atresia,D001714: Bipolar Disorder,D001927: Brain Diseases,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002318: Cardiovascular Diseases,D003327: Coronary Disease,D003424: Crohn Disease,D003865: Depressive Disorder, Major,D003928: Diabetic Nephropathies,D004374: Ductus Arteriosus, Patent,D004715: Endometriosis,D005234: Fatty Liver,D005355: Fibrosis,D005921: Glomerulonephritis,D006258: Head and Neck Neoplasms,D006519: Hepatitis, Alcoholic,D007246: Infertility,D007896: Leishmaniasis,D008103: Liver Cirrhosis,D008105: Liver Cirrhosis, Biliary,D009369: Neoplasms,D009404: Nephrotic Syndrome,D010020: Osteonecrosis,D010195: Pancreatitis,D012559: Schizophrenia,D014947: Wounds and Injuries,D015658: HIV Infections,D016543: Central Nervous System Neoplasms,D016773: Leishmaniasis, Cutaneous,D016778: Malaria, Falciparum,D017093: Liver Failure,D017565: Sarcoidosis, Pulmonary,D020065: Hepatopulmonary Syndrome,D020345: Enterocolitis, Necrotizing,D020388: Muscular Dystrophy, Duchenne,D020516: Brachial Plexus Neuropathies,D045169: Severe Acute Respiratory Syndrome,D051436: Renal Insufficiency, Chronic,D054058: Acute Coronary Syndrome,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D058186: Acute Kidney Injury,D065626: Non-alcoholic Fatty Liver Disease	PDE1C	M6	-0.325429038933457
P11274	NA	NA	NA	NA	BOSUTINIB	Bcr/Abl fusion protein	INHIBITOR	2010	CHEMBL2096618	104811	P11274	Breakpoint cluster region protein	Homo sapiens	D000690: Amyotrophic Lateral Sclerosis,D001749: Urinary Bladder Neoplasms,D001752: Blast Crisis,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002583: Uterine Cervical Neoplasms,D003704: Dementia,D005909: Glioblastoma,D007938: Leukemia,D008654: Mesothelioma,D009369: Neoplasms,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D013945: Thymoma,D013953: Thymus Neoplasms,D015464: Leukemia, Myelogenous, Chronic, BCR-ABL Positive,D015470: Leukemia, Myeloid, Acute,D016891: Polycystic Kidney, Autosomal Dominant,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma	BCR	M6	-0.306176051491788
P35372	CHEMBL128201	214599	10295681	NA	NALTREXONE	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	1984	CHEMBL2095181	104765	P35372	Mu-type opioid receptor	Homo sapiens	D000428: Alcohol Drinking,D000437: Alcoholism,D001883: Borderline Personality Disorder,D001943: Breast Neoplasms,D002189: Marijuana Abuse,D002659: Child Development Disorders, Pervasive,D003093: Colitis, Ulcerative,D003424: Crohn Disease,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D003876: Dermatitis, Atopic,D003929: Diabetic Neuropathies,D004715: Endometriosis,D005356: Fibromyalgia,D005715: Gambling,D006556: Heroin Dependence,D008881: Migraine Disorders,D009103: Multiple Sclerosis,D009293: Opioid-Related Disorders,D009765: Obesity,D009771: Obsessive-Compulsive Disorder,D010146: Pain,D011565: Psoriasis,D012128: Respiratory Distress Syndrome,D012559: Schizophrenia,D013313: Stress Disorders, Post-Traumatic,D014029: Tobacco Use Disorder,D014256: Trichotillomania,D015352: Dry Eye Syndromes,D015658: HIV Infections,D018352: Coronavirus Infections,D018856: Cystitis, Interstitial,D019966: Substance-Related Disorders,D019969: Amphetamine-Related Disorders,D019970: Cocaine-Related Disorders,D019973: Alcohol-Related Disorders,D045169: Severe Acute Respiratory Syndrome,D059350: Chronic Pain	OPRM1	M6	-0.358143598526182
Q05586	NA	NA	NA	NA	FELBAMATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	1993	CHEMBL2094124	104706	Q05586	Glutamate receptor ionotropic, NMDA 1	Homo sapiens	D001714: Bipolar Disorder,D004827: Epilepsy	GRIN1	M6	-0.302935048115728
