Gene	COSMIC	OncoKB	FM	MskImpact	MyCancerGenome	MyCancerGenomeClinTrial	CancerCommons	CancerGenomeInt	CarisMolIntel	JacksonLabs	NCI	CIVIC	cBioPortal	PEDStJude	PEDPfister	TCGABailey	Count
TAC3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TK2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LTA4H	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
INHA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL2RA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CEACAM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TBX21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADAMTS4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ANXA5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SST	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ALDH3A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CTAG1B	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
CDKN1C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HSF1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LDLR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PRIM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
XRCC1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
ATF4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CGB5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KCNA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NAPEPLD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ABCG2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PRKAB1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD22	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
ITGA11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD244	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MARK2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KCNA4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TSC22D3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TNFRSF1A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MTRR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
XRCC5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TGFB1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TTN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TPSAB1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PLG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ELK1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GHRH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MT1F	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ALPP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SDF4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LPAR2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HSPA9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENO2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TNFRSF10C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PI3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DEFA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD82	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PTP4A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CGA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP27B1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TPSB2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
B3GAT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IRF2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
SSTR2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAGEA3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PHB2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADIPOQ	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD163	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NPPC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CAV1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ACP5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GNRHR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CDC25C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TBXA2R	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENOSF1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GLS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
JUND	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CUBN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PZP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RELA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CETP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PREP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MUC5AC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
SFTPB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GGT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAGEA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PPIB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DSG1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RUNX3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CISH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD247	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CXCR2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EMP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FOLR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AIFM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
COL18A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC16A3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SCG5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CEL	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SDC2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BCAR3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PRDX1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HES1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SMAD7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SDS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RBP4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IRAK4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KCNA2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TAT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MPO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
THBS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LEP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CSNK2A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PYY	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PTGES3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PLA2G1B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TAGLN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DCK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SMOX	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SCGB1A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAPKAPK2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GCLM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DBI	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL9R	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LGALS2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PTGES	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FST	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CXCL8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IRF1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
LDHA	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
AGT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CFI	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCR2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TFAP2A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ACTB	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3
A2M	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UGT1A10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TFF2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP4B1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NTF3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MBL2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
COL1A2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SP3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GLO1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HTR4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DHFR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SRGN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
S100A2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FAAH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP51A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RORA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DHODH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ABCG4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
SLPI	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLCO1A2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PLA2G2A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EPO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DCT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PCBD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GPD2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PNMT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADH4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PIP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DUSP6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
SOD2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SI	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
RLN2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EIF4EBP1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
IFI27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TAC1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CNR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HYAL2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ABCC4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SAA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AGTR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FYN	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
GAPDH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PDE5A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IBSP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
REG1A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PC	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
MC2R	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GALC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TLR3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NOS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GNMT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HEXB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EIF2S1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GRM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TEAD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UOX	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NCOA3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
ITGA5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NQO1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TSHB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC25A5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADRB2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TERC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PTHLH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FASN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ALPL	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ALOX5AP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ATF2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ACO1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UGT1A4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP1A2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSTA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PPA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ZFP36L2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3
UGT1A5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PPP1R1B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC2A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC16A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SNW1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LPL	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MIF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HSPG2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GAS6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
MAPK9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADAMTS5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CARD9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TFPI	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADRA1D	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GPT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PCSK1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AGTR2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RAB5A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MTAP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3
EIF2AK2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MUC2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UGT1A6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SNAP25	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
CHI3L1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LUM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NODAL	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ME3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FCGR1A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MSR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DRAM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TFPI2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LIPC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CAMK2G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IRS1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
LAMA5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
E2F1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HDGF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ANGPT2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TPSD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSTM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SULT1A2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MTR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TNFAIP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RNF112	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL3RA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD55	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GRM2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TYMS	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3
NRIP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SSTR5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IGFBP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HSD11B2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MPST	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PDHX	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC22A3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
F2R	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MIA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KCNA5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CRABP2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD83	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FADD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CBS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TBP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HSPB2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PLTP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PLAT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL1R1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ARF6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CKM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GGH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GRIN1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EDNRB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PYGM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCKBR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PVALB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RARB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BDNF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HSPA4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ALOX5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CRMP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DNTT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TAF1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3
CD9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DBH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TMSB10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
STAR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
H19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PMP22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NCF1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DUSP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GADD45A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
WNT7A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DDC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RPS6KB1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
GATA4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ANPEP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FCGR3B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CSF1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
ACTC1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PTGER3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MT3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EDN1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP3A7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NTS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLCO2B1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DPP4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP1B1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TPO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GRIA3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ATP7B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MATK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC11A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP1A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TOB1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BGLAP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ITGAL	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
ADK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SYP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ELAVL1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DTYMK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
STIM2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PMAIP1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
VWF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
STAT2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PAX2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OCLN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
THY1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FCGR3A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CHKA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL17RC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
S100A8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MDK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CST4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CXCL2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CTSK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IGFBP4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EDN3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
